SIN,nmol_T_g,nmol_T_g_dw_corrected,nmol_T_egg,g_egg,pct_moisture,pct_lipid_wet,year,site,group,pct_dry_matter,pct_lipid_dry,pct_protein_est_dry,lipid_g,water_g,protein_g_est,country,broad_group,fine_group,fish_mass_kg,girth_mm,lat_n,long_w,length_nose_fork_mm,ich_visual_count,ich_visual_positive,collection_date,length_mideye_fork_mm
RARA23_038,5.567303389,12.3163643,0.454717234,0.081208333,0.547975096,0.137276233,2023,RARA,Transit,0.452024904,0.303691748,0.696308252,0.011147974,0.044500144,0.025560215,NA,NA,Canada,NA,NA,65.338488,-151.065382,731,0,FALSE,7/7/2023,678
RARA23_042,5.407366911,11.83632956,0.619772103,0.11475,0.54315509,0.170513153,2023,RARA,Transit,0.45684491,0.373240785,0.626759215,0.019566384,0.062327047,0.032856569,NA,NA,Canada,NA,NA,65.338488,-151.065382,853,91,TRUE,7/10/2023,788
RARA23_045,8.024235439,17.99805891,0.909230644,0.112783333,0.554161064,0.202665113,2023,RARA,Transit,0.445838936,0.454570242,0.545429758,0.022857247,0.062500132,0.027425954,NA,NA,Canada,NA,NA,65.338488,-151.065382,926,100,TRUE,7/10/2023,862
RARA23_049,6.946245026,14.84609992,0.895543082,0.1287,0.532116511,0.198384591,2023,RARA,Transit,0.467883489,0.424004256,0.575995744,0.025532097,0.068483395,0.034684508,NA,NA,Canada,NA,NA,65.338488,-151.065382,847,700,TRUE,7/11/2023,800
RARA23_050,9.497372632,19.61304847,0.898448786,0.094511905,0.515762547,0.202875152,2023,RARA,Transit,0.484237453,0.418957993,0.581042007,0.019174117,0.048745701,0.026592087,NA,NA,Canada,NA,NA,65.338488,-151.065382,934,0,FALSE,7/11/2023,871
RARA23_067,5.096071683,10.95648196,0.635896057,0.125433333,0.534880658,0.189268047,2023,RARA,Transit,0.465119342,0.406923622,0.593076378,0.023740522,0.067091864,0.034600947,NA,NA,Canada,NA,NA,65.338488,-151.065382,848,109,TRUE,7/12/2023,782
RARA23_073,6.557964002,14.03360763,0.656535587,0.100857143,0.532695785,0.188616772,2023,RARA,Transit,0.467304215,0.403627371,0.596372629,0.019023349,0.053726175,0.028107619,NA,NA,Canada,NA,NA,65.338488,-151.065382,862,37,TRUE,7/13/2023,798
RARA23_080,4.491275446,9.755846246,0.417585674,0.092916667,0.539632408,0.197249841,2023,RARA,Transit,0.460367592,0.428461613,0.571538387,0.018327798,0.050140845,0.024448024,NA,NA,Canada,NA,NA,65.338488,-151.065382,831,0,FALSE,7/14/2023,764
RARA23_087,10.48379719,22.75428365,0.962318304,0.091783333,0.539260504,0.185198918,2023,RARA,Transit,0.460739496,0.401960152,0.598039848,0.016998174,0.049495127,0.025290033,NA,NA,Canada,NA,NA,65.338488,-151.065382,843,0,FALSE,7/14/2023,773
RARA23_088,6.754882487,NA,0.630518728,0.0932625,NA,NA,2023,RARA,Transit,NA,NA,NA,NA,NA,NA,NA,NA,Canada,NA,NA,65.338488,-151.065382,919,0,FALSE,7/14/2023,853
RARA23_089,10.61049872,NA,0.975852873,0.09225,NA,NA,2023,RARA,Transit,NA,NA,NA,NA,NA,NA,NA,NA,Canada,NA,NA,65.338488,-151.065382,813,0,FALSE,7/14/2023,759
RARA23_090,8.159156984,NA,1.09555096,0.141166667,NA,NA,2023,RARA,Transit,NA,NA,NA,NA,NA,NA,NA,NA,Canada,NA,NA,65.338488,-151.065382,789,0,FALSE,7/14/2023,742
RARA23_107,10.04153082,NA,0.846685311,0.084388889,NA,NA,2023,RARA,Transit,NA,NA,NA,NA,NA,NA,NA,NA,Canada,NA,NA,65.338488,-151.065382,903,1200,TRUE,7/18/2023,848
RARA23_109,6.419307794,NA,0.642069683,0.0993125,NA,NA,2023,RARA,Transit,NA,NA,NA,NA,NA,NA,NA,NA,Canada,NA,NA,65.338488,-151.065382,756,0,FALSE,7/18/2023,706
RARA23_114,3.829590745,NA,0.406304372,0.106966667,NA,NA,2023,RARA,Transit,NA,NA,NA,NA,NA,NA,NA,NA,Canada,NA,NA,65.338488,-151.065382,775,0,FALSE,7/18/2023,719
RARA23_115,5.076186662,NA,0.698529521,0.136020833,NA,NA,2023,RARA,Transit,NA,NA,NA,NA,NA,NA,NA,NA,Canada,NA,NA,65.338488,-151.065382,833,24,TRUE,7/18/2023,771
RARA23_117,7.434443643,NA,0.743042744,0.099971429,NA,NA,2023,RARA,Transit,NA,NA,NA,NA,NA,NA,NA,NA,Canada,NA,NA,65.338488,-151.065382,727,45,TRUE,7/19/2023,685
RARA23_119,7.197596746,NA,0.769616485,0.106857143,NA,NA,2023,RARA,Transit,NA,NA,NA,NA,NA,NA,NA,NA,Canada,NA,NA,65.338488,-151.065382,828,0,FALSE,7/19/2023,771
RARA23_122,7.914886803,NA,0.892938146,0.1153625,NA,NA,2023,RARA,Transit,NA,NA,NA,NA,NA,NA,NA,NA,Canada,NA,NA,65.338488,-151.065382,788,107,TRUE,7/19/2023,732
RARA23_126,7.022022141,NA,1.388745186,0.197933333,NA,NA,2023,RARA,Transit,NA,NA,NA,NA,NA,NA,NA,NA,Canada,NA,NA,65.338488,-151.065382,844,23,TRUE,7/19/2023,778
RARA23_139,10.77910843,23.20362295,1.036572536,0.096214286,0.535455801,0.221726656,2023,RARA,Transit,0.464544199,0.477299376,0.522700624,0.021333272,0.051518497,0.023362516,NA,NA,Canada,NA,NA,65.338488,-151.065382,779,150,TRUE,7/20/2023,732
RARA23_152,8.060467166,NA,0.712041108,0.088333333,NA,NA,2023,RARA,Transit,NA,NA,NA,NA,NA,NA,NA,NA,Canada,NA,NA,65.338488,-151.065382,773,0,FALSE,7/24/2023,715
RARA23_161,9.309234018,19.13856987,0.797027999,0.085857143,0.513587793,0.195573993,2023,RARA,Transit,0.486412207,0.402074598,0.597925402,0.016791424,0.04409518,0.024970538,NA,NA,Canada,NA,NA,65.338488,-151.065382,744,0,FALSE,7/24/2023,683
RARA23_163,9.321378054,19.68917863,1.359854816,0.145866667,0.526573544,0.170802811,2023,RARA,Transit,0.473426456,0.360780029,0.639219971,0.024914437,0.076809528,0.044142702,NA,NA,Canada,NA,NA,65.338488,-151.065382,894,450,TRUE,7/25/2023,835
RARA23_165,8.473478044,18.55371882,1.019241178,0.12775,0.543300288,0.157404237,2023,RARA,Transit,0.456699712,0.34465587,0.65534413,0.020108391,0.069406612,0.038234997,NA,NA,Canada,NA,NA,65.338488,-151.065382,816,0,FALSE,7/25/2023,773
RARA23_170,10.37072618,22.41272129,1.327864051,0.120714286,0.537283936,0.164031374,2023,RARA,Transit,0.462716064,0.354496821,0.645503179,0.01980093,0.064857847,0.036055509,NA,NA,Canada,NA,NA,65.338488,-151.065382,838,0,FALSE,7/25/2023,772
RARA23_175,12.12796717,27.96427304,1.525404969,0.12575,0.566304936,0.166106955,2023,RARA,Transit,0.433695064,0.383004024,0.616995976,0.02088795,0.071212846,0.033649205,NA,NA,Canada,NA,NA,65.338488,-151.065382,849,0,FALSE,7/26/2023,776
RARA23_176,9.797133056,20.64215064,1.067579488,0.109708333,0.525382155,0.173076049,2023,RARA,Transit,0.474617845,0.364664014,0.635335986,0.018987885,0.057638801,0.033081648,NA,NA,Canada,NA,NA,65.338488,-151.065382,765,3,TRUE,7/26/2023,702
Salcha_236,7.910135927,18.97335793,1.849504894,0.234,0.583092463,0.129244388,2023,Salcha,Spawning,0.416907537,0.310007319,0.689992681,0.030243187,0.136443636,0.067313177,NA,NA,Tanana,NA,NA,NA,NA,NA,NA,NA,NA,NA
Salcha_239,5.060039111,16.1486123,1.29884911,0.258333333,0.686657961,0.110644634,2023,Salcha,Spawning,0.313342039,0.353111363,0.646888637,0.028583197,0.17738664,0.052363496,NA,NA,Tanana,NA,NA,NA,NA,NA,NA,NA,NA,NA
Salcha_243,3.546119645,11.34876952,0.83180457,0.2345,0.687532676,0.120486327,2023,Salcha,Spawning,0.312467324,0.385596566,0.614403434,0.028254044,0.161226412,0.045019544,NA,NA,Tanana,NA,NA,NA,NA,NA,NA,NA,NA,NA
Salcha_275,6.45606183,16.75340105,1.370440211,0.2125,0.614641719,0.112055904,2023,Salcha,Spawning,0.385358281,0.290783693,0.709216307,0.02381188,0.130611365,0.058076755,NA,NA,Tanana,NA,NA,NA,NA,NA,NA,NA,NA,NA
Salcha_291,4.21081067,12.74454398,0.881112133,0.188125,0.669598953,0.121921488,2023,Salcha,Spawning,0.330401047,0.369010599,0.630989401,0.02293648,0.125968303,0.039220217,NA,NA,Tanana,NA,NA,NA,NA,NA,NA,NA,NA,NA
PIST23_145,NA,NA,NA,NA,0.565618638,0.172015307,2023,PIST,Entry,0.434381362,0.396000662,0.603999338,NA,NA,NA,Canada,Canada,Canada,NA,NA,NA,NA,NA,NA,NA,6/25/2023,666
PIST23_031,NA,NA,NA,NA,0.564539111,0.192283939,2023,PIST,Entry,0.435460889,0.4415642,0.5584358,NA,NA,NA,US,MiddleYukon,UpperUS,NA,NA,NA,NA,NA,NA,NA,6/17/2023,769
PIST23_001,NA,NA,NA,NA,0.617567007,0.163390502,2023,PIST,Entry,0.382432993,0.427239554,0.572760446,NA,NA,NA,US,MiddleYukon,Tanana,7.25,480,NA,NA,NA,NA,NA,6/10/2023,780
Chena_02,NA,NA,NA,NA,0.643532217,0.151314986,2023,Chena,Spawning,0.356467783,0.424484324,0.575515676,NA,NA,NA,NA,NA,Tanana,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chena_4,NA,NA,NA,NA,0.664381446,0.092811454,2023,Chena,Spawning,0.335618554,0.276538509,0.723461491,NA,NA,NA,NA,NA,Tanana,NA,NA,NA,NA,NA,NA,NA,NA,NA
Salcha_229,NA,NA,NA,NA,0.717028381,0.058370799,2023,Salcha,Spawning,0.282971619,0.206277928,0.793722072,NA,NA,NA,NA,NA,Tanana,NA,NA,NA,NA,NA,NA,NA,NA,NA
